Brand,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Mercedes-Benz,X350,Ute / Tray,2020 Mercedes-Benz X350 D Power (4Matic),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.8 L / 100 km,97335,"Oakleigh, VIC",6 cyl,Ute / Tray, 4 Doors, 5 Seats,68888
Toyota,Landcruiser,SUV,2014 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.5 L / 100 km,232241,"Emerald, QLD",4 cyl,SUV, 4 Doors, 7 Seats,41711
Suzuki,Vitara,Suzuki In The City - New,2022 Suzuki Vitara Turbo,DEMO,Automatic,"4 cyl, 1.4 L",Front,Premium,5.9 L / 100 km,1222,"Wayville, SA",4 cyl,SUV, 4 Doors, 5 Seats,41888
Hyundai,IX35,SUV,2011 Hyundai IX35 Elite (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,9.2 L / 100 km,152869,"Lawnton, QLD",4 cyl,SUV, 4 Doors, 5 Seats,15999
Ford,Ranger,Ute / Tray,2020 Ford Ranger FX4 3.2 (4X4) Special Edition,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,79671,"Hendra, QLD",5 cyl,Ute / Tray, 4 Doors, 5 Seats,51992
Kia,Carnival,Wagon,2019 Kia Carnival S,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,7.7 L / 100 km,71081,"Adelaide, SA",4 cyl,Wagon, 4 Doors, 8 Seats,36990
Hyundai,Tucson,SUV,2016 Hyundai Tucson Elite (awd),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.7 L / 100 km,106961,"Mile End, SA",4 cyl,SUV, 4 Doors, 5 Seats,23993
Mercedes-Benz,C300,Sedan,2017 Mercedes-Benz C300,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.5 L / 100 km,52669,"Nundah, QLD",4 cyl,Sedan, 4 Doors, 4 Seats,47990
Toyota,Corolla,Hatchback,2019 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,80012,"Thebarton, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,24950
Toyota,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,16788,"Saint Marys, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,32990
Kia,Stinger,Sedan,2022 Kia Stinger GT (black Leather),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2 L / 100 km,17338,"Hoppers Crossing, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,66990
Subaru,Forester,SUV,2017 Subaru Forester 2.5I-L,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,80891,"Glenelg, SA",4 cyl,SUV, 4 Doors, 5 Seats,26990
Mitsubishi,Outlander,SUV,2008 Mitsubishi Outlander VR Limited Edition (7 Seat),USED,Automatic,"6 cyl, 3 L",4WD,Unleaded,10.9 L / 100 km,185117,"Darlington, SA",6 cyl,SUV, 4 Doors, 7 Seats,10990
Ssangyong,Stavic,Wagon,2014 Ssangyong Stavic,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,7.8 L / 100 km,131716,"Clontarf, QLD",4 cyl,Wagon, 4 Doors, 7 Seats,13999
Kia,Stonic,SUV,2022 Kia Stonic Sport,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7 L / 100 km,15586,"Essendon Fields, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30790
Kia,RIO,Hatchback,2021 Kia RIO S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2 L / 100 km,60150,"Mile End South, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,22888
Mazda,BT-50,Offroad Pros Pty Ltd,2009 Mazda BT-50 B3000 SDX Freestyle Utility Extended Cab 4dr Man 5sp 4x4 3.0,USED,Manual,-,Other,Diesel,-,279698,"Caboolture, QLD",-,Ute / Tray,,,14500
Toyota,HiAce,Commercial,2016 Toyota HiAce LWB,USED,Automatic,"4 cyl, 3 L",Rear,Diesel,8.7 L / 100 km,144000,"Hindmarsh, SA",4 cyl,Commercial, 4 Doors, 2 Seats,29999
Mitsubishi,Triton,Ute / Tray,2020 Mitsubishi Triton GLX-R (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,86111,"South Geelong, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,43990
HSV,Clubsport,Wagon,2015 HSV Clubsport R8 Tourer,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,12.9 L / 100 km,82837,"Hoppers Crossing, VIC",8 cyl,Wagon, 4 Doors, 5 Seats,74990
Renault,Captur,SUV,2015 Renault Captur Dynamique,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,5.4 L / 100 km,96477,"Mile End, SA",4 cyl,SUV, 4 Doors, 5 Seats,16851
Toyota,Landcruiser,SUV,2019 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,98750,"Geelong, VIC",4 cyl,SUV, 4 Doors, 7 Seats,69990
Subaru,Forester,SUV,2018 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,111512,"Mile End, SA",4 cyl,SUV, 4 Doors, 5 Seats,27995
Porsche,Macan,SUV,2021 Porsche Macan,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.9 L / 100 km,31063,"Springwood, QLD",4 cyl,SUV, 4 Doors, 5 Seats,89990
Hyundai,I30,Sedan,2022 Hyundai I30 N Premium With Sunroof,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.2 L / 100 km,22016,"Mile End, SA",4 cyl,Sedan, 4 Doors, 5 Seats,49999
Ford,Fiesta,Hatchback,2013 Ford Fiesta ST,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.2 L / 100 km,95885,"Redcliffe, QLD",4 cyl,Hatchback, 3 Doors, 5 Seats,16990
Mazda,3,Hatchback,2018 Mazda 3 Maxx Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.8 L / 100 km,81747,"Edwardstown, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,22990
Toyota,Corolla,Hatchback,2018 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,54221,"Ballarat, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,34990
Toyota,Corolla,Sedan,2018 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,63271,"Adelaide, SA",4 cyl,Sedan, 4 Doors, 5 Seats,23990
Nissan,Pathfinder,SUV,2013 Nissan Pathfinder TI (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Premium,9.9 L / 100 km,121963,"Newtown, VIC",6 cyl,SUV, 4 Doors, 7 Seats,23990
Mitsubishi,Pajero,SUV,2015 Mitsubishi Pajero GLS LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,145762,"Wayville, SA",4 cyl,SUV, 4 Doors, 7 Seats,36990
Suzuki,Vitara,SUV,2017 Suzuki Vitara GL+,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6 L / 100 km,96992,"Caboolture, QLD",4 cyl,SUV, 4 Doors, 5 Seats,20990
Toyota,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport + TR KIT,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,43493,"Cheltenham, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,29990
Ford,Everest,SUV,2021 Ford Everest Titanium (4WD),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7 L / 100 km,58710,"Kedron, QLD",4 cyl,SUV, 4 Doors, 7 Seats,59998
Ford,Falcon,Sedan,2013 Ford Falcon XR6,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,9.9 L / 100 km,249825,"Morphett Vale, SA",6 cyl,Sedan, 4 Doors, 5 Seats,10990
Holden,Cruze,Sedan,2011 Holden Cruze CD,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,122087,"Newtown, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,10990
Toyota,Camry,Sedan,2019 Toyota Camry Ascent Sport,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.3 L / 100 km,63414,"North Rockhampton, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,32990
Mitsubishi,Pajero,SUV,2020 Mitsubishi Pajero Sport GLS (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,89199,"Ballarat, VIC",4 cyl,SUV, 4 Doors, 7 Seats,43990
Mitsubishi,Outlander,SUV,2019 Mitsubishi Outlander LS 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,6.8 L / 100 km,80454,"Morphett Vale, SA",4 cyl,SUV, 4 Doors, 7 Seats,28490
Toyota,Landcruiser,SUV,2016 Toyota Landcruiser Sahara (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,9.5 L / 100 km,164198,"Chinchilla, QLD",8 cyl,SUV, 4 Doors, 7 Seats,88000
Mazda,CX-3,SUV,2019 Mazda CX-3 Akari (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.3 L / 100 km,12686,"Morphett Vale, SA",4 cyl,SUV, 4 Doors, 5 Seats,31477
Ford,Mustang,Coupe,2016 Ford Mustang Fastback GT 5.0 V8,USED,Automatic,"8 cyl, 5 L",Rear,Premium,12.6 L / 100 km,89541,"Hoppers Crossing, VIC",8 cyl,Coupe, 2 Doors, 4 Seats,47990
Toyota,Corolla,USED Dealer ad,2018 Toyota Corolla Ascent S-CVT,USED,Automatic,-,Front,Unleaded,-,104400,"Strathpine, QLD",-,,,,22990
Mitsubishi,Eclipse,SUV,2018 Mitsubishi Eclipse Cross LS (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,51458,"Albert Park, SA",4 cyl,SUV, 4 Doors, 5 Seats,26990
Honda,HR-V,SUV,2017 Honda HR-V VTI-S,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9 L / 100 km,93339,"Brendale, QLD",4 cyl,SUV, 4 Doors, 5 Seats,21995
Mini,Countryman,SUV,2020 Mini Countryman Cooper,USED,Automatic,"3 cyl, 1.5 L",Front,Premium,6.1 L / 100 km,57743,"Hoppers Crossing, VIC",3 cyl,SUV, 4 Doors, 5 Seats,44990
Honda,Civic,Hatchback,2017 Honda Civic VTI-L,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.1 L / 100 km,46000,"Saint Marys, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,27990
Toyota,Kluger,SUV,2016 Toyota Kluger Grande (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,10.4 L / 100 km,194900,"Strathpine, QLD",6 cyl,SUV, 4 Doors, 7 Seats,29990
Toyota,Landcruiser,SUV,2019 Toyota Landcruiser LC200 Sahara (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,9.5 L / 100 km,70825,"Hoppers Crossing, VIC",8 cyl,SUV, 4 Doors, 7 Seats,114999
Mercedes-Benz,C200,Sedan,2017 Mercedes-Benz C200,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.5 L / 100 km,62014,"Reynella, SA",4 cyl,Sedan, 4 Doors, 5 Seats,38990
Hyundai,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,42683,"Geelong, VIC",4 cyl,Hatchback, 4 Doors, 5 Seats,25990
Mazda,CX-5,SUV,2014 Mazda CX-5 Grand Tourer (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,130664,"Wayville, SA",4 cyl,SUV, 4 Doors, 5 Seats,21990
Ford,Ranger,Ute / Tray,2015 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,172489,"Geelong, VIC",5 cyl,Ute / Tray, 4 Doors, 5 Seats,29990
Volkswagen,T-ROC,SUV,2021 Volkswagen T-ROC 140TSI Sport,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.2 L / 100 km,10826,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,47950
Volkswagen,Amarok,REX GORELL VOLKSWAGEN GEELONG New,2023 Volkswagen Amarok Life TDI500 4Motion,DEMO,Automatic,"4 cyl, 2 L",AWD,Diesel,7.2 L / 100 km,50,"South Geelong, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,65100
Toyota,Kluger,SUV,2018 Toyota Kluger GX (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.1 L / 100 km,60738,"Christies Beach, SA",6 cyl,SUV, 4 Doors, 7 Seats,37999
Land,Rover,SUV,2021 Land Rover Defender 90 P300 Standard (221KW),USED,Automatic,"4 cyl, 2 L",AWD,Premium,10.1 L / 100 km,8267,"Aspley, QLD",4 cyl,SUV, 3 Doors, 5 Seats,99490
Hyundai,Kona,SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,68377,"Wendouree, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30777
Kia,Sportage,SUV,2021 Kia Sportage GT-Line (awd),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.2 L / 100 km,19845,"Reynella, SA",4 cyl,SUV, 4 Doors, 5 Seats,56499
Foton,Tunland,4x4 Mega Centre,2013 Foton Tunland TK DUAL CAB,USED,Manual,-,Other,Diesel,-,136064,"Lawnton, QLD",-,Ute / Tray,,,12999
Ford,Falcon,Sedan,2003 Ford Falcon XT,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,11.5 L / 100 km,306071,"Mile End, SA",6 cyl,Sedan, 4 Doors, 5 Seats,5490
Hyundai,I30,Wagon,2013 Hyundai I30 Tourer Active 1.6 Crdi,USED,Manual,"4 cyl, 1.6 L",Front,Diesel,4.6 L / 100 km,219633,"Morayfield, QLD",4 cyl,Wagon, 4 Doors, 5 Seats,11989
Toyota,RAV4,SUV,2000 Toyota RAV4 Cruiser (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Unleaded,9 L / 100 km,136650,"Beverley, SA",4 cyl,SUV, 4 Doors, 5 Seats,6990
Lexus,IS350,Sedan,2021 Lexus IS350 F Sport +EP1,USED,Automatic,"6 cyl, 3.5 L",Rear,Premium,9.5 L / 100 km,18277,"Hoppers Crossing, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,78888
Kia,Optima,Sedan,2014 Kia Optima SLI,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,160000,"Clontarf, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,13990
Nissan,X-Trail,SUV,2019 Nissan X-Trail ST (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,99423,"Mile End, SA",4 cyl,SUV, 4 Doors, 5 Seats,23999
Toyota,Supra,Coupe,2020 Toyota Supra GTS,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,7.7 L / 100 km,21680,"Elsternwick, VIC",6 cyl,Coupe, 2 Doors, 2 Seats,87990
MG,ZST,Rex Gorell New Cars,2023 MG ZST Vibe,NEW,Automatic,"4 cyl, 1.5 L",Front,-,6.9 L / 100 km,20,"Geelong, VIC",4 cyl,SUV, 5 Doors, 5 Seats,28690
Kia,Cerato,Hatchback,2016 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.1 L / 100 km,105920,"Mile End, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,16996
Toyota,Landcruiser,SUV,2018 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,9.5 L / 100 km,103909,"Indooroopilly, QLD",8 cyl,SUV, 4 Doors, 7 Seats,92880
Toyota,Corolla,Hatchback,2016 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.1 L / 100 km,85617,"Mile End, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,19999
Holden,Commodore,Sedan,2008 Holden Commodore Omega 60TH Anniversary,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11 L / 100 km,189000,"Clontarf, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,9990
Toyota,C-HR,SUV,2021 Toyota C-HR Koba (2WD) Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.3 L / 100 km,11049,"Cheltenham, SA",4 cyl,SUV, 4 Doors, 5 Seats,45990
BMW,X5,SUV,2019 BMW X5 M50D (5 Seat),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.5 L / 100 km,79000,"Bentleigh, VIC",6 cyl,SUV, 4 Doors, 5 Seats,97888
Kia,Cerato,Hatchback,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,23205,"Plympton, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,26980
Ford,Ranger,Ute / Tray,2013 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,133168,"Caboolture, QLD",5 cyl,Ute / Tray, 2 Doors, 2 Seats,26990
Holden,UTE,Ute / Tray,2017 Holden UTE SS,USED,Manual,"8 cyl, 6.2 L",Rear,Unleaded,12.3 L / 100 km,57814,"Emerald, QLD",8 cyl,Ute / Tray, 2 Doors, 2 Seats,61997
Lexus,RX450H,SUV,2022 Lexus RX450H Sports Luxury Hybrid,USED,Automatic,"6 cyl, 3.5 L",AWD,Hybrid,5.7 L / 100 km,17412,"Indooroopilly, QLD",6 cyl,SUV, 4 Doors, 5 Seats,104990
Toyota,RAV4,SUV,2016 Toyota RAV4 GXL (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,76392,"Sebastopol, VIC",4 cyl,SUV, 4 Doors, 5 Seats,29990
Kia,Seltos,SUV,2019 Kia Seltos GT Line (awd) (two-Tone),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.6 L / 100 km,28216,"Adelaide, SA",4 cyl,SUV, 4 Doors, 5 Seats,38990
Mitsubishi,Triton,Ute / Tray,2015 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,96491,"Caboolture, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,33990
Toyota,Supra,Coupe,2021 Toyota Supra GTS +alcantara Seats,USED,Automatic,"6 cyl, 3 L",Rear,Premium,7.7 L / 100 km,10790,"Indooroopilly, QLD",6 cyl,Coupe, 2 Doors, 2 Seats,94995
Holden,Commodore,Sedan,2016 Holden Commodore SV6 Black Pack,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,109596,"Victor Harbor, SA",6 cyl,Sedan, 4 Doors, 5 Seats,26880
Nissan,Navara,Ute / Tray,2010 Nissan Navara ST (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.8 L / 100 km,315001,"Belmont, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,13999
Mazda,CX-8,Brighton Mazda New & Demo,2023 Mazda CX-8 G25 Asaki (fwd),DEMO,Automatic,"4 cyl, 2.5 L",Front,-,8.1 L / 100 km,175,"Brighton, VIC",4 cyl,SUV, 4 Doors, 7 Seats,68113
Toyota,Land,Offroad Pros Pty Ltd,1998 Toyota Land Cruiser FZJ105R GXL Wagon 8st 4dr Auto 4sp 4x4 4.5i,USED,Automatic,-,Other,Unleaded,-,372140,"Caboolture, QLD",-,Wagon,,,9990
Nissan,Qashqai,SUV,2019 Nissan Qashqai ST-L (5YR),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,39139,"Morphett Vale, SA",4 cyl,SUV, 4 Doors, 5 Seats,29488
Nissan,Navara,Ute / Tray,2010 Nissan Navara ST (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.8 L / 100 km,255560,"Adelaide, SA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,16973
Renault,Arkana,Rex Gorell New Cars,2022 Renault Arkana Intens,DEMO,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6 L / 100 km,9,"Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,43990
Mitsubishi,Triton,Ute / Tray,2016 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,82463,"Ningi, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,39950
Hyundai,I30,Hatchback,2017 Hyundai I30 Elite (sunroof),USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,4.7 L / 100 km,21985,"Reynella, SA",4 cyl,Hatchback, 4 Doors, 5 Seats,27490
BMW,1,DEMO,2023 BMW 1 Series 128ti Steptronic,DEMO,Automatic,-,Front,Premium,-,1550,"Geelong West, VIC",-,Hatchback,,,69900
Chery,Omoda5,Bedggoods - Used & Demos,2023 Chery Omoda5 Bold,DEMO,Automatic,"4 cyl, 1.5 L",Front,-,6.9 L / 100 km,20,"Wendouree, VIC",4 cyl,SUV, 4 Doors, 5 Seats,37590
Kia,Cerato,Sedan,2019 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,60345,"Reynella, SA",4 cyl,Sedan, 4 Doors, 5 Seats,22999
Renault,Captur,SUV,2021 Renault Captur Intens,USED,Automatic,"4 cyl, 1.3 L",Front,Premium,6.6 L / 100 km,9500,"Geelong, VIC",4 cyl,SUV, 4 Doors, 4 Seats,37990
Kia,Cerato,Sedan,2019 Kia Cerato Sport+,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,28687,"Reynella, SA",4 cyl,Sedan, 4 Doors, 5 Seats,26890
Mercedes-Benz,Vito,Wagon,2006 Mercedes-Benz Vito 115CDI,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,8.2 L / 100 km,354367,"Morayfield, QLD",4 cyl,Wagon, 4 Doors, 8 Seats,12990
Suzuki,Baleno,Hatchback,2021 Suzuki Baleno GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.4 L / 100 km,50783,"Ballarat, VIC",4 cyl,Hatchback, 4 Doors, 5 Seats,21990
Mazda,BT-50,Ute / Tray,2011 Mazda BT-50 GT (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,178854,"Reynella, SA",5 cyl,Ute / Tray, 4 Doors, 5 Seats,28999
Holden,Cruze,Sedan,2012 Holden Cruze CDX,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,176000,"Clontarf, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,8497
Kia,Cerato,Hatchback,2019 Kia Cerato S (AV),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,59461,"Reynella, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,23291
Mini,Convertible,Geelong MINI New,2023 Mini Convertible Cooper S Mini Yours,DEMO,Automatic,"4 cyl, 2 L",Front,Premium,6.3 L / 100 km,1550,"Geelong West, VIC",4 cyl,Convertible, 2 Doors, 4 Seats,69900
Mitsubishi,Eclipse,SUV,2019 Mitsubishi Eclipse Cross Exceed (awd),USED,Automatic,"4 cyl, 1.5 L",AWD,Unleaded,7.7 L / 100 km,72141,"Brown Hill, VIC",4 cyl,SUV, 4 Doors, 5 Seats,34990
Mitsubishi,Triton,Ute / Tray,2010 Mitsubishi Triton GLX-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.1 L / 100 km,216799,"Emerald, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,18411
Toyota,Corolla,Hatchback,2012 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,229036,"North Geelong, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,14999
Toyota,Fortuner,SUV,2015 Toyota Fortuner Crusade,USED,Automatic,"4 cyl, 2.8 L",AWD,Diesel,8.6 L / 100 km,115130,"Adelaide, SA",4 cyl,SUV, 4 Doors, 7 Seats,42990
Subaru,Forester,SUV,2010 Subaru Forester X,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,9.6 L / 100 km,214000,"Clontarf, QLD",4 cyl,SUV, 4 Doors, 5 Seats,9990
Honda,Vezel,Auto Master Car Sales,2014 Honda Vezel Z Hybrid,USED,Automatic,-,Front,Unleaded,-,86598,"Geelong, VIC",-,Hatchback,,,21888
Toyota,RAV4,SUV,2021 Toyota RAV4 GX (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,51202,"Cheltenham, SA",4 cyl,SUV, 5 Doors, 5 Seats,45990
Mazda,3,Sedan,2016 Mazda 3 Maxx,USED,Manual,"4 cyl, 2 L",Front,Unleaded,5.8 L / 100 km,245000,"Clontarf, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,13990
Mitsubishi,ASX,SUV,2021 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,50827,"Reynella, SA",4 cyl,SUV, 4 Doors, 5 Seats,26890
Skoda,Karoq,SUV,2022 Skoda Karoq Sportline (4X4) 140TSI,USED,Automatic,"4 cyl, 2 L",4WD,Premium,6.9 L / 100 km,1600,"Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,56900
Mitsubishi,ASX,SUV,2021 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,58210,"Reynella, SA",4 cyl,SUV, 4 Doors, 5 Seats,25980
Ford,Falcon,Sedan,2011 Ford Falcon XR6,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,9.9 L / 100 km,184000,"Clontarf, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,17990
Ford,Ranger,Ute / Tray,2014 Ford Ranger XLT 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,9.4 L / 100 km,202000,"Emerald, QLD",5 cyl,Ute / Tray, 4 Doors, 5 Seats,28997
GWM,UTE,Ute / Tray,2021 GWM UTE Cannon-L (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,6665,"Brown Hill, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,38990
Kia,Carnival,Wagon,2020 Kia Carnival S,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,10.8 L / 100 km,48963,"Christies Beach, SA",6 cyl,Wagon, 4 Doors, 8 Seats,39990
Volvo,XC60,REX GORELL VOLVO New,2022 Volvo XC60 Ultimate B5 Bright Mhev,DEMO,Automatic,"4 cyl, 2 L",AWD,Premium,7.6 L / 100 km,1002,"Geelong West, VIC",4 cyl,SUV, 4 Doors, 5 Seats,97990
Toyota,Corolla,Hatchback,2020 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,51181,"Christies Beach, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,33990
