FullName,Winery,WineName,Region,RegionalVariety,VintageRating,VintageRatingCount,WineRating,WineRatingCount,WinePrice
Keller Abts Erde Riesling 2011,Keller,Abts Erde Riesling,German,Riesling,4.5,69,4.5,497,280
Raveneau Chablis Premier Cru 'Montée de Tonnerre' 2015,Raveneau,Chablis Premier Cru 'Montée de Tonnerre',Burgundy,Chablis,4.5,69,4.4,2055,200.64
Fontaine-Gagnard Bâtard-Montrachet Grand Cru 2009,Fontaine-Gagnard,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,67,4.5,504,201.88
Olivier Leflaive Bâtard-Montrachet Grand Cru 2009,Olivier Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,65,4.5,796,350
Sine Qua Non In The Abstract 2012,Sine Qua Non,In The Abstract,Californian,White Blend,4.5,59,4.5,65,272
Raveneau Chablis Premier Cru 'Butteaux' 2005,Raveneau,Chablis Premier Cru 'Butteaux',Burgundy,Chablis,4.5,58,4.4,1607,221.81
Olivier Leflaive Bâtard-Montrachet Grand Cru 2008,Olivier Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,55,4.5,796,260
Olivier Leflaive Bâtard-Montrachet Grand Cru 2014,Olivier Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,51,4.5,796,528
Bouchard Père & Fils Chevalier-Montrachet Grand Cru Blanc 2004,Bouchard Père & Fils,Chevalier-Montrachet Grand Cru Blanc,Burgundy,Côte de Beaune White,4.5,51,4.4,978,231.67
Domaine Coche-Dury Meursault Blanc 2002,Domaine Coche-Dury,Meursault Blanc,Burgundy,Côte de Beaune White,4.5,50,4.5,2392,502.43
Aubert Chardonnay CIX 2013,Aubert,Chardonnay CIX,Californian,Chardonnay,4.5,49,4.6,232,236
Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 2010,Joseph Drouhin,Montrachet Grand Cru Marquis de Laguiche,Burgundy,Côte de Beaune White,4.5,49,4.6,1191,538.8
Domaine des Comtes Lafon Meursault-Charmes Premier Cru 2015,Domaine des Comtes Lafon,Meursault-Charmes Premier Cru,Burgundy,Côte de Beaune White,4.5,49,4.4,1836,201.64
Domaine des Comtes Lafon Meursault 2012,Domaine des Comtes Lafon,Meursault,Burgundy,Côte de Beaune White,4.5,47,4.3,1463,120
Marcassin Marcassin Vineyard Chardonnay 2006,Marcassin,Marcassin Vineyard Chardonnay,Californian,Chardonnay,4.5,47,4.6,884,510
Arnaud Ente Meursault 2007,Arnaud Ente,Meursault,Burgundy,Côte de Beaune White,4.5,47,4.4,590,403.29
Domaine Coche-Dury Meursault Blanc 2016,Domaine Coche-Dury,Meursault Blanc,Burgundy,Côte de Beaune White,4.5,47,4.5,2392,368.84
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2009,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,46,4.5,879,366
Egon Müller - Scharzhof Scharzhofberger Riesling Auslese 2009,Egon Müller - Scharzhof,Scharzhofberger Riesling Auslese,German,Riesling,4.5,43,4.5,887,234.41
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2008,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,Burgundy,Côte de Beaune White,4.5,42,4.6,572,705.75
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2010,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,42,4.5,879,450
Sine Qua Non The Hoodoo Man 2006,Sine Qua Non,The Hoodoo Man,Californian,White Blend,4.5,41,4.4,59,288.7
Domaine de La Romanée-Conti Montrachet Grand Cru 2006,Domaine de La Romanée-Conti,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,40,4.7,1348,7538
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2005,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,Burgundy,Côte de Beaune White,4.5,38,4.6,572,756.17
Aubert Chardonnay Lauren 2014,Aubert,Chardonnay Lauren,Californian,Chardonnay,4.5,38,4.5,293,234
Domaine Roulot Tessons Clos de Mon Plaisir Meursault 2013,Domaine Roulot,Tessons Clos de Mon Plaisir Meursault,Burgundy,Côte de Beaune White,4.5,38,4.3,503,211.73
Faiveley Corton-Charlemagne Grand Cru 2015,Faiveley,Corton-Charlemagne Grand Cru,Burgundy,Côte de Beaune White,4.5,38,4.4,573,203.33
Egon Müller - Scharzhof Scharzhofberger Riesling Auslese 2017,Egon Müller - Scharzhof,Scharzhofberger Riesling Auslese,German,Riesling,4.5,37,4.5,887,599.19
Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 2003,Joseph Drouhin,Montrachet Grand Cru Marquis de Laguiche,Burgundy,Côte de Beaune White,4.5,35,4.6,1191,310.87
Etienne Sauzet Bâtard-Montrachet Grand Cru 2012,Etienne Sauzet,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,35,4.4,521,404.68
Faiveley Bienvenues-Bâtard-Montrachet Grand Cru 2011,Faiveley,Bienvenues-Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,34,4.4,216,256.67
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2004,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),Bordeaux,White,4.5,34,4.5,820,655.34
Bouchard Père & Fils Montrachet Grand Cru Blanc 2004,Bouchard Père & Fils,Montrachet Grand Cru Blanc,Burgundy,Côte de Beaune White,4.5,33,4.5,586,443.33
Bouchard Père & Fils Chevalier-Montrachet Grand Cru Blanc 2005,Bouchard Père & Fils,Chevalier-Montrachet Grand Cru Blanc,Burgundy,Côte de Beaune White,4.5,33,4.4,978,251.67
Domaine Coche-Dury Meursault Les Chevalieres 2008,Domaine Coche-Dury,Meursault Les Chevalieres,Burgundy,Côte de Beaune White,4.5,33,4.5,199,1038.47
Leroy Puligny-Montrachet Premier Cru Sous le Puits 2011,Leroy,Puligny-Montrachet Premier Cru Sous le Puits,Burgundy,Côte de Beaune White,4.5,32,4.5,104,550
Etienne Sauzet Bâtard-Montrachet Grand Cru 2011,Etienne Sauzet,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,32,4.4,521,483.95
Allende Martires Rioja 2012,Allende,Martires Rioja,Spanish,Rioja White,4.5,31,4.4,297,125.85
Raveneau Chablis Grand Cru 'Valmur' 2015,Raveneau,Chablis Grand Cru 'Valmur',Burgundy,Chablis,4.5,25,4.5,985,252.06
Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 1996,Joseph Drouhin,Montrachet Grand Cru Marquis de Laguiche,Burgundy,Côte de Beaune White,4.5,31,4.6,1191,703.655
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2011,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),Bordeaux,White,4.5,31,4.5,820,751.12
Bouchard Père & Fils Montrachet Grand Cru Blanc 2002,Bouchard Père & Fils,Montrachet Grand Cru Blanc,Burgundy,Côte de Beaune White,4.5,30,4.5,586,600
Jean-Claude Ramonet Bienvenues-Bâtard-Montrachet Grand Cru 2013,Jean-Claude Ramonet,Bienvenues-Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,29,4.5,476,290
Clos Rougeard Brézé Saumur Blanc 2013,Clos Rougeard,Brézé Saumur Blanc,Loire,Chenin Blanc,4.5,29,4.4,867,201.64
Domaine Roulot Meursault 1er Cru 'Clos des Bouchères' Monopole 2015,Domaine Roulot,Meursault 1er Cru 'Clos des Bouchères' Monopole,Burgundy,Côte de Beaune White,4.5,29,4.4,429,396.57
Sine Qua Non The Petition 2005,Sine Qua Non,The Petition,Californian,White Blend,4.5,29,4.5,42,337.6
Domaine Jean-Louis Chave Hermitage Blanc 2009,Domaine Jean-Louis Chave,Hermitage Blanc,Northern Rhône,White,4.5,28,4.4,640,221.81
Etienne Sauzet Chevalier-Montrachet Grand Cru 2010,Etienne Sauzet,Chevalier-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,28,4.5,251,453.7
Louis Latour Chevalier-Montrachet Grand Cru Les Demoiselles 2010,Louis Latour,Chevalier-Montrachet Grand Cru Les Demoiselles,Burgundy,Côte de Beaune White,4.5,27,4.3,328,223.33
Domaine des Héritiers Louis Jadot Chevalier Montrachet Grand Cru Les Demoiselles 2009,Domaine des Héritiers Louis Jadot,Chevalier Montrachet Grand Cru Les Demoiselles,Burgundy,Côte de Beaune White,4.5,26,4.5,376,231.05
Domaine Leflaive Puligny-Montrachet 1er Cru Les Folatières 2016,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Folatières,Burgundy,Côte de Beaune White,4.5,26,4.4,1246,262.68
Jean-Claude Ramonet Bâtard-Montrachet Grand Cru 2015,Jean-Claude Ramonet,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,26,4.5,799,512.68
Terlan (Terlano) Terlaner Classico 1991,Terlan (Terlano),Terlaner Classico,Northern Italy,White,4.5,25,3.8,6835,234
Leroy Chassagne-Montrachet 1er Cru 'Morgeot' 2009,Leroy,Chassagne-Montrachet 1er Cru 'Morgeot',Burgundy,Côte de Beaune White,4.5,31,4.3,218,540
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2008,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,Burgundy,Côte de Beaune White,4.4,201,4.4,2367,202.8
Raveneau Chablis Premier Cru 'Montée de Tonnerre' 2008,Raveneau,Chablis Premier Cru 'Montée de Tonnerre',Burgundy,Chablis,4.4,166,4.4,2055,248.69
Gaja Gaia & Rey Langhe 2007,Gaja,Gaia & Rey Langhe,Northern Italy,White,4.4,149,4.5,3804,315.64
Château Margaux Pavillon Blanc du Château Margaux 2012,Château Margaux,Pavillon Blanc du Château Margaux,Bordeaux,White,4.4,147,4.3,2515,249.95
Bouchard Père & Fils Corton-Charlemagne Grand Cru Blanc 2009,Bouchard Père & Fils,Corton-Charlemagne Grand Cru Blanc,Burgundy,Côte de Beaune White,4.4,143,4.3,1908,126.5
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2009,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,Burgundy,Côte de Beaune White,4.4,142,4.4,2367,221.81
Domaine Leflaive Bâtard-Montrachet Grand Cru 2005,Domaine Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.4,133,4.5,2064,435
Domaine Roulot Meursault 1er Cru 'Clos des Bouchères' Monopole 2011,Domaine Roulot,Meursault 1er Cru 'Clos des Bouchères' Monopole,Burgundy,Côte de Beaune White,4.4,126,4.4,429,270
Raveneau Chablis Premier Cru 'Montée de Tonnerre' 2012,Raveneau,Chablis Premier Cru 'Montée de Tonnerre',Burgundy,Chablis,4.4,120,4.4,2055,201.64
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2012,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,Burgundy,Côte de Beaune White,4.4,112,4.4,2367,240
Château d'Yquem Y 2006,Château d'Yquem,Y,Bordeaux,White,4.4,110,4.5,3056,235.33
Château Pape Clément Pessac-Léognan Blanc 2009,Château Pape Clément,Pessac-Léognan Blanc,Bordeaux,White,4.4,109,4.2,1133,344.81
Domaine Leflaive Bâtard-Montrachet Grand Cru 2007,Domaine Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.4,101,4.5,2064,515.88
Trimbach Clos Sainte Hune Riesling Alsace 2002,Trimbach,Clos Sainte Hune Riesling Alsace,Alsace,Riesling,4.4,90,4.4,2637,201.64
Arnaud Ente Meursault 2011,Arnaud Ente,Meursault,Burgundy,Côte de Beaune White,4.4,86,4.4,590,478.905
Peter Michael Ma Belle-Fille Chardonnay 2013,Peter Michael,Ma Belle-Fille Chardonnay,Californian,Chardonnay,4.4,83,4.4,818,166
Château Margaux Pavillon Blanc du Château Margaux 2015,Château Margaux,Pavillon Blanc du Château Margaux,Bordeaux,White,4.4,82,4.3,2515,249.79
Arnaud Ente Meursault 'Clos des Ambres' 2010,Arnaud Ente,Meursault 'Clos des Ambres',Burgundy,Côte de Beaune White,4.4,79,4.4,533,604.935
Domaine des Comtes Lafon Meursault-Charmes Premier Cru 2013,Domaine des Comtes Lafon,Meursault-Charmes Premier Cru,Burgundy,Côte de Beaune White,4.4,78,4.4,1836,220
Domaine Roulot Meursault 1er Cru 'Clos des Bouchères' Monopole 2012,Domaine Roulot,Meursault 1er Cru 'Clos des Bouchères' Monopole,Burgundy,Côte de Beaune White,4.4,70,4.4,429,270
Egon Müller - Scharzhof Scharzhofberger Riesling Auslese 2014,Egon Müller - Scharzhof,Scharzhofberger Riesling Auslese,German,Riesling,4.4,69,4.5,887,289.74
Trimbach Clos Sainte Hune Riesling Alsace 1999,Trimbach,Clos Sainte Hune Riesling Alsace,Alsace,Riesling,4.4,68,4.4,2637,355
Etienne Sauzet Bâtard-Montrachet Grand Cru 2008,Etienne Sauzet,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.4,67,4.4,521,225
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2013,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.4,67,4.5,879,342.98
Jean-Claude Ramonet Bâtard-Montrachet Grand Cru 2013,Jean-Claude Ramonet,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.4,67,4.5,799,423.45
Raveneau Chablis Grand Cru 'Valmur' 2009,Raveneau,Chablis Grand Cru 'Valmur',Burgundy,Chablis,4.4,67,4.5,985,273.06
Bouchard Père & Fils Chevalier-Montrachet Grand Cru Blanc 2013,Bouchard Père & Fils,Chevalier-Montrachet Grand Cru Blanc,Burgundy,Côte de Beaune White,4.4,67,4.4,978,317
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2007,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.4,66,4.5,879,348
Aubert Chardonnay Larry Hyde & Sons 2013,Aubert,Chardonnay Larry Hyde & Sons,Napa Valley,Chardonnay,4.4,65,4.5,369,177.5
Louis Latour Bâtard-Montrachet Grand Cru 2011,Louis Latour,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.4,65,4.3,984,210
Château Margaux Pavillon Blanc du Château Margaux 2016,Château Margaux,Pavillon Blanc du Château Margaux,Bordeaux,White,4.4,62,4.3,2515,251.85
Domaine Jacques Prieur Montrachet Grand Cru Blanc 2009,Domaine Jacques Prieur,Montrachet Grand Cru Blanc,Burgundy,Côte de Beaune White,4.4,61,4.5,493,266.81
Peter Michael Ma Belle-Fille Chardonnay 2016,Peter Michael,Ma Belle-Fille Chardonnay,Californian,Chardonnay,4.4,60,4.4,818,224
Clos Rougeard Brézé Saumur Blanc 2006,Clos Rougeard,Brézé Saumur Blanc,Loire,Chenin Blanc,4.4,59,4.4,867,209.21
Louis Latour Bâtard-Montrachet Grand Cru 2006,Louis Latour,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.4,57,4.3,984,211.67
Domaine Roulot Meursault Blanc 2015,Domaine Roulot,Meursault Blanc,Burgundy,Côte de Beaune White,4.4,55,4.3,277,200.68
Arnaud Ente Meursault 'Clos des Ambres' 2007,Arnaud Ente,Meursault 'Clos des Ambres',Burgundy,Côte de Beaune White,4.4,53,4.4,533,900
Domaine Henri Boillot Corton-Charlemagne Grand Cru 2008,Domaine Henri Boillot,Corton-Charlemagne Grand Cru,Burgundy,Côte de Beaune White,4.4,52,4.3,692,242.95
Peter Michael La Carriere Chardonnay 2017,Peter Michael,La Carriere Chardonnay,Californian,Chardonnay,4.4,52,4.5,886,196
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2005,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.4,52,4.5,879,372
Vincent Dauvissat Les Clos Chablís Grand Cru 2014,Vincent Dauvissat,Les Clos Chablís Grand Cru,Burgundy,Chablis,4.4,51,4.4,1048,221.81
Louis Latour Bâtard-Montrachet Grand Cru 2000,Louis Latour,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.4,51,4.3,984,215
Domaine Roulot Tessons Clos de Mon Plaisir Meursault 2010,Domaine Roulot,Tessons Clos de Mon Plaisir Meursault,Burgundy,Côte de Beaune White,4.4,50,4.3,503,277.26
Maison Pierre Overnoy Arbois Pupillin Blanc 2012,Maison Pierre Overnoy,Arbois Pupillin Blanc,Jura,White,4.4,46,4.3,596,332.71
Sine Qua Non The Moment 2011,Sine Qua Non,The Moment,Californian,White Blend,4.4,45,4.4,56,414
M. Chapoutier Ermitage Le Méal Blanc 2010,M. Chapoutier,Ermitage Le Méal Blanc,Northern Rhône,White,4.4,40,4.5,414,175.475
Leroy Puligny-Montrachet Premier Cru Sous le Puits 2009,Leroy,Puligny-Montrachet Premier Cru Sous le Puits,Burgundy,Côte de Beaune White,4.4,39,4.5,104,361.28
Château La Mission Haut-Brion Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves) 2008,Château La Mission Haut-Brion,Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves),,,4.4,37,4.3,974,221.81
Domaine Leflaive Puligny-Montrachet 1er Cru Les Combettes 2013,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Combettes,Burgundy,Côte de Beaune White,4.4,36,4.3,588,250
Domaine Coche-Dury Meursault Blanc 2003,Domaine Coche-Dury,Meursault Blanc,Burgundy,Côte de Beaune White,4.4,36,4.5,2392,399.09
Leroy Chassagne-Montrachet Blanc 2009,Leroy,Chassagne-Montrachet Blanc,Burgundy,Côte de Beaune White,4.4,36,4.1,85,410
Jean-Claude Ramonet Puligny-Montrachet Premier Cru 'Champs-Canet' 2013,Jean-Claude Ramonet,Puligny-Montrachet Premier Cru 'Champs-Canet',Burgundy,Côte de Beaune White,4.4,32,4.3,304,228
Bouchard Père & Fils Montrachet Grand Cru Blanc 2006,Bouchard Père & Fils,Montrachet Grand Cru Blanc,Burgundy,Côte de Beaune White,4.4,32,4.5,586,403.29
Sine Qua Non Kolibri 2008,Sine Qua Non,Kolibri,Californian,White Blend,4.4,31,4.4,48,288.7
Jean-Claude Ramonet Bienvenues-Bâtard-Montrachet Grand Cru 2007,Jean-Claude Ramonet,Bienvenues-Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.4,30,4.5,476,504.11
Arnaud Ente Meursault 'Clos des Ambres' 2015,Arnaud Ente,Meursault 'Clos des Ambres',Burgundy,Côte de Beaune White,4.4,29,4.4,533,688
Faiveley Bienvenues-Bâtard-Montrachet Grand Cru 2013,Faiveley,Bienvenues-Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.4,28,4.4,216,236
Louis Latour Bâtard-Montrachet Grand Cru 2015,Louis Latour,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.4,27,4.3,984,226.84
Louis Latour Montrachet Grand Cru 2010,Louis Latour,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.4,27,4.5,219,342.8
Trimbach Riesling Alsace Cuvée Frédéric Emile 1983,Trimbach,Riesling Alsace Cuvée Frédéric Emile,Alsace,Riesling,4.4,25,4,6321,245.75
Raveneau Chablis Premier Cru 'Montée de Tonnerre' 2014,Raveneau,Chablis Premier Cru 'Montée de Tonnerre',Burgundy,Chablis,4.3,90,4.4,2055,230.88
Trimbach Clos Sainte Hune Riesling Alsace 2009,Trimbach,Clos Sainte Hune Riesling Alsace,Alsace,Riesling,4.3,292,4.4,2637,201.64
Bonneau du Martray Corton-Charlemagne Grand Cru 1998,Bonneau du Martray,Corton-Charlemagne Grand Cru,Burgundy,Côte de Beaune White,4.3,255,4.4,6891,302.68
Château Margaux Pavillon Blanc du Château Margaux 2009,Château Margaux,Pavillon Blanc du Château Margaux,Bordeaux,White,4.3,229,4.3,2515,222
Chateau Montelena Chardonnay 2008,Chateau Montelena,Chardonnay,Napa Valley,Chardonnay,4.3,211,4.3,11615,117.5
Maison Pierre Overnoy Arbois Pupillin Blanc 2011,Maison Pierre Overnoy,Arbois Pupillin Blanc,Jura,White,4.3,158,4.3,596,332.71
Château Margaux Pavillon Blanc du Château Margaux 2011,Château Margaux,Pavillon Blanc du Château Margaux,Bordeaux,White,4.3,153,4.3,2515,249.79
Domaine des Comtes Lafon Meursault-Charmes Premier Cru 2007,Domaine des Comtes Lafon,Meursault-Charmes Premier Cru,Burgundy,Côte de Beaune White,4.3,144,4.4,1836,228.53
Sine Qua Non Lightmotif 2014,Sine Qua Non,Lightmotif,Californian,White Blend,4.3,117,4.3,124,256
Egon Müller - Scharzhof Scharzhofberger Riesling Spätlese 2014,Egon Müller - Scharzhof,Scharzhofberger Riesling Spätlese,German,Riesling,4.3,100,4.4,861,215
Château d'Yquem Y 2010,Château d'Yquem,Y,Bordeaux,White,4.3,94,4.5,3056,235.33
M. Chapoutier Ermitage de l'Orée N.V.,M. Chapoutier,Ermitage de l'Orée,Northern Rhône,White,4.3,1167,4.3,1167,217.98
Penfolds Yattarna Chardonnay (BIN 144) 2009,Penfolds,Yattarna Chardonnay (BIN 144),Australian,Chardonnay,4.3,85,4.3,1359,131
Château d'Yquem Y 2008,Château d'Yquem,Y,Bordeaux,White,4.3,84,4.5,3056,235.33
Arnaud Ente Meursault 'Clos des Ambres' 2011,Arnaud Ente,Meursault 'Clos des Ambres',Burgundy,Côte de Beaune White,4.3,82,4.4,533,554.52
Raveneau Chablis 2015,Raveneau,Chablis,Burgundy,Chablis,4.3,81,4.3,655,624.09
Domaine des Comtes Lafon Meursault-Charmes Premier Cru 2000,Domaine des Comtes Lafon,Meursault-Charmes Premier Cru,Burgundy,Côte de Beaune White,4.3,69,4.4,1836,252.06
Domaine Roulot Meursault Blanc 2011,Domaine Roulot,Meursault Blanc,Burgundy,Côte de Beaune White,4.3,69,4.3,277,242.68
Bouchard Père & Fils Chevalier-Montrachet Grand Cru Blanc 2006,Bouchard Père & Fils,Chevalier-Montrachet Grand Cru Blanc,Burgundy,Côte de Beaune White,4.3,64,4.4,978,241.67
Pierre-Yves Colin-Morey Meursault Charmes Premier Cru 2010,Pierre-Yves Colin-Morey,Meursault Charmes Premier Cru,Burgundy,Côte de Beaune White,4.3,60,4.3,357,272.68
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2001,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,Burgundy,Côte de Beaune White,4.3,60,4.4,2367,240
Arnaud Ente Meursault 'Clos des Ambres' 2009,Arnaud Ente,Meursault 'Clos des Ambres',Burgundy,Côte de Beaune White,4.3,49,4.4,533,502.68
Joseph Drouhin Corton-Charlemagne Grand Cru 2014,Joseph Drouhin,Corton-Charlemagne Grand Cru,Burgundy,Côte de Beaune White,4.3,47,4.4,567,230
Château La Mission Haut-Brion Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves) 2005,Château La Mission Haut-Brion,Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves),,,4.3,44,4.3,974,201.64
Miani Zitelle Cava Sauvignon 2015,Miani,Zitelle Cava Sauvignon,Northern Italy,White,4.3,27,4.4,53,161
Faiveley Corton-Charlemagne Grand Cru 2014,Faiveley,Corton-Charlemagne Grand Cru,Burgundy,Côte de Beaune White,4.3,44,4.4,573,191.56
Kistler Hyde Vineyard Chardonnay 2012,Kistler,Hyde Vineyard Chardonnay,Napa Valley,Chardonnay,4.3,41,4.4,475,205.85
Clos Rougeard Brézé Saumur Blanc 2002,Clos Rougeard,Brézé Saumur Blanc,Loire,Chenin Blanc,4.3,38,4.4,867,213.41
Louis Jadot Chassagne-Montrachet Premier Cru 2008,Louis Jadot,Chassagne-Montrachet Premier Cru,Burgundy,Côte de Beaune White,4.3,37,4.2,361,240
Jean-Claude Ramonet Bienvenues-Bâtard-Montrachet Grand Cru 2009,Jean-Claude Ramonet,Bienvenues-Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.3,36,4.5,476,483.95
Domaine Comte Georges de Vogüé Bourgogne Blanc 2008,Domaine Comte Georges de Vogüé,Bourgogne Blanc,Burgundy,White,4.3,33,4.2,335,342.68
